Word, Sadness, Joy, Love, Anger, Fear, Surprise
violinists,0,2,0,0,0,0
devil,12,21,8,10,7,0
reusing,0,1,1,0,0,0
twang,1,5,0,0,1,2
kindof,4,3,0,0,4,1
demonstrate,4,7,2,3,5,1
attraction,17,22,18,0,6,7
diatribe,1,1,2,1,0,0
choreography,1,3,0,0,1,0
sketching,3,9,1,0,4,1
motherish,0,0,1,0,0,0
teetottler,0,1,0,0,0,0
inspires,6,19,5,1,2,0
customary,1,3,0,2,0,1
siesta,1,0,0,1,0,0
abusive,17,2,2,10,7,0
subordinate,0,0,0,2,1,1
desparately,1,1,0,0,0,0
semster,1,0,0,0,0,0
tastes,8,36,10,7,4,5
irishartscenter,0,1,0,0,0,0
tweeted,9,6,1,0,0,0
kells,0,1,0,0,0,0
latin,2,11,2,0,2,0
ding,5,6,1,0,0,0
paulo,0,1,0,2,0,1
coelho,0,1,0,0,0,1
shrinking,5,2,1,0,5,0
coating,1,2,2,0,2,1
missbudgetbeauty,0,1,1,0,0,0
lasting,7,13,3,3,5,0
fidence,1,0,0,0,0,0
gritting,2,0,0,2,2,1
subtly,4,4,3,2,4,1
crack,14,19,9,10,18,2
translations,1,2,1,0,0,0
yeatss,0,1,0,0,0,0
decapitate,1,1,0,0,0,0
shore,9,18,5,3,6,0
argumentative,2,1,0,3,2,0
hubbis,0,0,0,1,0,0
brilliantly,0,3,1,0,0,0
orientation,8,11,1,3,12,1
parcel,5,6,1,1,1,0
shater,0,0,0,0,1,0
manifested,6,7,2,4,0,1
lou,2,7,2,0,2,0
donaldson,0,1,0,0,0,0
rupees,2,1,0,2,0,0
schools,32,41,19,19,10,2
mushroomed,1,0,0,1,0,0
obscenely,0,2,1,2,0,0
grandiose,0,1,0,2,0,0
proliferating,0,0,0,1,0,0
yelena,0,1,0,0,0,0
ballerina,0,7,2,0,0,1
snacking,1,14,1,3,0,1
headachy,5,0,0,4,2,0
module,5,17,2,2,6,0
moderation,7,9,1,2,1,0
fonder,2,0,1,0,0,0
agreement,8,11,2,8,1,1
silently,15,12,3,9,5,2
institution,14,15,7,7,3,0
denying,9,14,4,5,5,2
sweetest,2,6,9,3,0,0
jude,3,3,0,3,1,2
supremes,0,2,0,0,0,0
mondays,12,14,2,3,1,1
hsc,1,1,0,1,1,1
schooling,8,6,3,3,7,0
freakouts,0,1,0,0,0,0
switching,5,7,2,2,8,1
terminate,2,1,0,1,0,0
terminated,1,2,0,2,0,0
insisted,10,4,2,4,6,1
advertisment,0,1,1,0,0,0
viral,4,13,1,0,0,0
vimeo,1,4,0,0,0,2
sonipro,8,0,0,0,0,0
alignnone,1,0,0,0,0,0
geekparty,3,0,0,0,0,0
disclaimer,10,8,1,8,2,1
imagined,29,54,9,12,15,9
screamin,0,0,1,1,0,0
adoring,2,2,71,0,1,0
somethin,2,5,2,2,1,1
gli,0,1,0,0,0,0
articoli,0,1,0,0,0,0
category,17,41,11,8,9,4
toned,3,20,2,2,0,0
wrongly,11,4,0,3,3,0
soundtrack,5,15,3,1,1,1
offa,0,2,0,0,0,0
cassie,1,1,2,1,2,1
cypherwulf,0,1,0,0,0,0
firstly,9,9,1,2,2,2
enlightenment,2,9,1,2,2,1
hiroshima,3,0,0,0,1,0
nagasaki,2,0,0,0,0,0
fuming,1,3,0,1,0,0
ofcourse,2,2,1,0,0,0
remarked,0,4,1,1,0,1
observing,11,18,2,7,5,1
demeaned,2,1,0,0,0,0
bagger,0,1,0,0,0,0
nan,4,3,1,2,0,0
gwaenchanha,0,1,0,0,0,0
conform,5,15,3,4,2,1
privilege,12,45,14,8,5,1
strain,23,19,3,5,4,0
granny,4,8,1,5,0,0
panties,10,6,16,3,0,2
quilted,1,2,1,1,0,0
thirteen,6,5,2,1,1,0
unmarried,3,0,1,0,0,0
heavenly,23,43,26,4,6,5
freight,2,3,2,1,1,1
acquiring,4,4,1,2,0,0
buystocredit,1,0,0,0,0,0
junk,48,20,4,18,13,5
locals,3,9,1,4,5,1
outs,5,8,2,3,2,0
carving,2,5,2,0,0,0
rusty,9,3,1,1,1,0
spoon,8,10,5,3,1,2
governor,5,5,3,4,3,1
offense,8,11,1,11,4,0
poppy,5,5,0,2,1,0
structuring,1,2,0,0,0,0
professionally,9,26,0,2,9,1
interviewing,3,10,0,0,3,2
soften,3,6,5,1,1,1
tuner,0,3,0,0,0,0
orchestra,2,10,0,3,1,1
shinobue,0,1,1,0,0,0
bamboo,1,5,2,0,1,0
flute,2,4,1,0,1,0
danjiri,0,1,1,0,0,0
measly,8,1,0,1,1,0
earnest,3,5,2,0,1,0
fragrance,5,16,4,2,0,0
spritzers,1,0,0,0,0,0
inhabitants,2,3,0,1,1,0
archaeology,1,2,0,0,0,0
regulations,2,3,0,3,1,0
georgia,6,10,4,2,1,0
mistreat,0,1,0,0,0,0
falsehoods,1,0,0,0,0,0
penetrating,0,2,2,1,0,0
pea,0,5,3,2,0,1
chemical,5,9,1,5,5,3
booked,6,21,4,7,2,1
clerk,7,4,0,3,2,1
agave,0,1,1,2,0,0
nectar,2,4,2,2,1,0
fluently,2,3,0,2,0,0
impossibility,4,3,0,0,0,0
danny,7,9,3,1,0,2
tasty,6,17,1,2,1,0
snacks,10,7,5,7,0,0
mollusc,1,0,0,0,0,0
unapproved,0,2,0,0,0,0
mat,11,16,1,4,2,0
runneth,1,0,0,1,0,0
stabbed,6,1,1,3,2,0
fu,3,4,2,1,2,0
ed,31,21,8,11,7,1
anfd,0,1,0,0,0,0
esxtremely,0,1,0,0,0,0
linely,0,1,0,0,0,0
whiled,0,1,0,0,0,0
knigs,0,1,0,0,0,0
eith,0,1,0,0,0,0
sont,0,1,0,0,0,0
riight,0,1,0,0,0,0
wantingto,0,1,0,0,0,0
colapse,0,1,0,0,0,0
nive,0,1,0,0,0,0
angles,4,6,2,2,4,0
flutters,1,17,5,1,5,2
crunches,0,2,0,2,0,0
unruly,4,1,1,1,2,0
intervene,4,1,0,2,2,0
betrayal,19,15,7,10,8,2
googled,2,4,2,4,3,1
ilona,1,0,0,0,0,0
andrews,4,4,0,0,0,0
tosses,2,1,0,0,0,0
principals,4,4,1,2,1,0
reiatsu,0,1,0,0,0,0
unohana,0,1,0,0,0,0
toshiro,0,1,0,0,0,0
introspect,0,0,0,1,0,0
excellent,19,67,5,8,7,3
prolific,2,3,1,2,2,0
cord,1,6,4,4,1,0
naming,3,5,0,3,1,1
koi,0,1,0,2,0,0
inflict,7,7,0,4,2,0
okamoto,1,0,0,0,0,0
keito,1,0,0,0,0,1
literate,2,2,1,0,0,0
fluent,4,4,0,2,1,0
multilingual,1,0,0,0,0,0
pocketable,0,1,0,0,0,0
impairs,0,1,0,0,0,0
function,56,46,7,12,19,6
celebteenlaundry,1,0,0,0,0,0
detrimental,1,5,1,4,0,0
mediation,1,2,0,2,2,0
gagthat,1,0,0,0,0,0
stretchy,0,1,2,0,0,0
abdomen,8,7,7,0,4,3
pressed,12,24,12,7,2,0
wibble,0,2,0,0,0,0
wobbles,0,2,0,0,0,0
sickening,3,6,2,4,2,0
wibblywobblys,0,1,0,0,0,0
paddlers,2,1,0,0,0,0
gps,6,4,2,1,1,0
alternative,13,38,12,2,5,2
angle,8,14,5,6,5,3
azafark,1,0,0,0,0,0
savior,14,25,16,2,4,4
milestone,9,20,6,3,4,1
erato,0,0,1,0,0,0
intentions,25,30,7,20,12,0
stitching,6,7,1,4,2,4
ornaments,2,3,1,1,0,0
fizzle,2,1,0,0,1,1
argued,7,3,0,6,1,0
apologized,14,4,1,9,2,1
sangha,1,2,0,0,0,0
jess,3,9,2,0,0,0
lobby,3,6,2,3,1,0
sicker,4,2,0,3,3,0
hollowed,2,0,0,0,0,0
jt,0,1,2,0,0,0
norman,1,1,1,1,0,1
oklahoma,4,4,1,1,2,0
mangoes,1,1,2,0,0,0
plop,1,2,0,1,0,0
azula,1,0,0,1,0,0
indicate,7,7,2,4,3,1
nevertheless,17,20,2,10,2,3
highlight,11,22,5,4,2,1
hypocrisy,4,4,5,8,0,0
intrigue,2,0,3,0,0,0
gamitan,0,0,1,0,0,0
showbiz,1,3,1,0,0,0
redeeming,3,0,2,1,2,1
crappier,3,0,0,1,0,0
irrationality,1,2,2,1,0,0
denim,2,11,3,2,6,1
puffing,1,6,1,1,1,1
clearing,10,17,2,4,3,1
healthiest,1,5,0,1,0,0
grudge,5,2,1,19,1,0
smurfy,0,1,0,0,0,0
cortisone,0,3,0,0,0,0
presentable,4,4,0,2,0,0
tiger,5,6,1,6,2,1
eli,3,5,3,6,3,1
resolutions,12,20,1,5,5,2
sf,5,3,0,0,1,0
consulate,1,2,0,0,2,0
twitchy,5,5,0,10,6,1
itch,7,20,6,6,2,1
sated,2,3,0,1,0,0
susan,9,11,7,3,6,2
palins,0,0,0,0,1,0
guessing,33,25,4,7,20,4
prohibitively,0,0,0,1,0,0
alteration,1,1,0,0,1,1
childs,9,24,5,2,7,0
militance,0,1,0,0,1,0
compromise,17,22,4,3,3,0
laypeople,0,0,0,1,0,0
talks,41,41,15,20,14,5
tasked,1,2,0,0,2,0
mothership,1,1,0,1,0,0
crucial,4,15,0,2,1,2
shamefaced,0,1,0,0,0,0
mcewan,1,0,0,0,0,0
franzen,2,2,0,1,0,0
thunderous,0,0,0,1,0,0
skull,10,12,6,5,2,3
stretch,22,51,9,8,9,3
wold,0,0,1,0,0,2
musicians,11,25,4,2,6,1
xmas,4,14,3,4,3,1
drainage,3,0,0,1,0,0
misbehaved,1,0,2,4,1,0
hims,1,0,0,0,0,0
counter,21,34,8,13,9,3
biscuit,2,6,1,0,0,0
imposed,11,4,1,6,5,1
lactation,0,5,1,0,0,0
ppd,4,1,2,1,0,0
munchkin,0,0,0,1,0,1
blocks,12,16,0,7,3,1
accumulation,2,3,1,3,1,0
cerise,0,2,0,0,0,0
mustard,0,5,0,0,2,0
burgundy,0,2,0,0,0,0
tortilla,2,6,0,1,0,0
slash,3,1,1,3,1,0
infirmity,0,0,0,0,1,0
quarters,4,8,1,3,3,2
stalled,6,4,0,1,0,0
port,4,5,1,0,5,4
sites,22,42,6,13,12,12
frequency,4,16,4,8,6,1
felix,3,3,1,2,1,1
richard,17,13,4,4,3,0
ants,1,1,0,3,1,1
predators,3,2,0,1,0,1
elaborate,15,7,3,7,4,2
september,25,47,9,8,9,6
checklist,1,3,1,3,2,1
din,3,4,1,4,1,2
precentage,0,1,0,0,0,0
respects,11,11,4,5,0,0
correlation,5,1,0,0,2,0
solidify,0,4,1,1,1,0
unplesant,1,0,0,0,0,0
confessional,1,0,0,0,2,1
poets,1,6,2,0,1,2
pent,11,4,1,7,1,0
losses,12,7,2,4,4,1
reception,7,25,6,4,3,3
cocky,4,4,1,2,2,1
gooner,0,1,1,0,0,0
plymouth,2,1,0,0,0,0
roaming,3,4,2,4,1,2
uncontrollably,6,0,2,3,1,1
retro,0,19,4,0,3,1
angled,1,2,0,0,0,0
overarching,1,1,0,0,1,1
rowan,3,5,3,0,3,0
katelyn,0,1,1,1,1,0
delicacy,0,0,1,2,0,0
aaawesome,0,0,0,1,0,0
awesomeness,8,7,0,4,1,4
denise,2,3,1,2,2,0
nintendo,3,7,2,0,3,3
ubisoft,0,0,0,1,1,1
wii,7,4,0,2,4,2
chalky,0,4,0,1,0,0
palest,0,1,0,0,0,0
obfuscated,0,0,0,0,1,0
curtain,7,5,0,0,1,0
strategically,1,0,0,0,1,0
clipped,1,3,2,1,1,0
himwhen,1,0,0,0,1,0
samehe,1,0,0,0,1,0
fer,1,4,0,1,0,0
breakup,19,7,1,3,2,0
balek,0,1,0,0,0,0
dri,0,2,0,0,0,0
bola,0,1,0,0,0,0
kol,0,2,0,0,0,0
owaes,0,2,0,0,0,0
hym,0,2,0,0,0,0
toking,0,1,0,0,0,0
otf,0,1,0,0,0,0
hwever,0,1,0,0,0,0
disppointd,0,1,0,0,0,0
wen,4,8,0,2,2,4
pitied,7,4,0,2,0,0
exasperated,8,2,1,4,1,1
accordance,4,2,1,3,1,0
minimize,6,3,0,5,4,0
waterloo,6,1,0,1,1,0
wth,2,3,1,2,0,1
li,9,12,5,3,3,2
moonlight,0,7,4,0,3,0
litany,0,1,0,1,0,0
scholastic,3,1,0,0,0,0
bumble,0,0,1,0,1,1
costumes,4,7,2,4,2,1
affinity,1,15,7,2,4,6
smelt,1,3,2,0,0,1
irrecoverably,2,0,0,0,0,1
goodwill,7,8,1,2,1,1
mmhmmm,0,1,0,0,0,0
cores,1,0,0,1,0,0
hucked,1,0,0,0,0,0
peacock,1,4,0,0,0,0
defiant,1,3,4,8,2,0
declines,1,2,0,0,1,0
topics,29,55,19,10,18,5
intrest,1,0,0,0,0,0
hahahah,3,2,0,3,2,1
larger,18,36,11,10,12,3
interactions,16,22,5,10,10,3
terrorist,5,1,0,4,3,2
ballistic,2,1,0,0,0,0
marion,1,1,2,1,1,2
cluttered,19,5,2,3,2,0
diminishment,1,0,0,0,0,0
foody,1,0,0,0,0,0
fairs,1,3,0,0,1,0
advent,2,17,1,0,1,0
aged,11,13,7,4,2,1
indulgent,13,9,5,12,3,0
friction,2,6,4,3,1,1
soles,3,7,5,0,0,0
boris,0,0,0,1,1,1
forefoot,1,0,1,0,0,0
commission,7,6,3,6,3,1
minority,17,16,6,5,10,2
leaders,19,30,7,12,12,2
australian,10,11,2,6,1,2
column,4,9,3,5,2,3
bimbos,0,0,0,0,1,0
disadvantaged,135,1,0,1,1,0
votes,7,9,1,1,4,1
superman,8,8,1,2,0,1
tons,23,40,7,13,7,2
largest,3,6,0,1,3,1
indoor,4,5,1,0,3,0
humanize,0,0,2,0,0,0
squabbles,1,2,1,3,0,0
meanness,2,0,0,3,0,0
junior,20,14,1,11,8,1
andmad,0,0,0,1,0,0
outdoor,2,17,3,4,2,0
blueprint,1,1,0,1,0,0
instantaneous,0,3,0,1,0,0
alarm,31,19,2,20,8,3
blindly,3,11,4,2,5,0
wretch,11,0,0,2,0,0
dialogical,0,1,0,0,0,0
witnesses,0,4,1,3,1,0
hor,1,2,0,1,0,0
pmx,0,0,0,1,0,0
maidcafe,0,0,0,1,0,0
uniform,10,11,3,1,4,1
kchan,0,0,0,1,0,0
swirling,8,8,1,4,2,0
liliannnnn,1,0,0,0,0,0
misrable,2,0,0,0,0,0
unofficially,0,3,0,0,1,0
hymns,2,2,0,0,0,2
escapism,5,2,0,1,0,1
curling,3,3,3,2,0,0
influence,22,58,7,10,8,4
joell,0,10,0,0,0,0
ortiz,0,10,0,0,0,0
meta,7,9,0,5,3,2
itemprop,5,8,0,1,0,0
thumbnailurl,1,1,0,0,0,0
conserving,0,1,0,0,0,0
instruments,3,4,1,1,1,2
conveniences,1,1,0,0,0,0
esm,0,1,2,0,0,0
goh,0,1,2,0,0,0
glen,4,2,1,1,0,0
helberg,1,0,0,0,0,0
sweep,4,7,7,5,2,0
lust,13,14,11,6,3,4
kai,3,3,2,0,2,0
mydeslexicworld,1,0,0,0,0,0
tug,13,16,30,6,6,3
hissing,0,0,2,0,0,0
hua,1,2,0,0,0,1
fei,2,0,0,0,0,1
exclusion,1,1,1,1,0,1
hardships,10,7,3,5,5,1
clearwater,1,1,1,1,0,0
charred,1,2,0,0,1,0
corpse,7,4,1,1,3,0
interstate,3,4,0,1,1,0
reacting,19,9,3,8,6,3
symmetry,2,4,1,0,0,0
pedaling,0,0,1,0,0,1
meandering,1,3,2,0,1,0
unfocused,13,2,2,12,9,1
trey,0,4,1,0,0,0
uttered,2,3,0,3,1,1
pew,4,2,0,1,3,1
pastor,17,11,5,7,2,1
substances,6,1,2,0,1,0
writings,4,6,2,4,4,1
tos,3,4,0,0,2,0
troubleatthemill,1,0,0,0,0,0
stamped,5,2,0,0,1,0
farthing,2,0,0,0,0,0
bration,14,1,0,0,0,0
hood,8,11,1,4,0,1
vice,11,17,1,5,2,0
versa,9,13,1,2,2,0
accessorised,0,1,0,0,0,0
additions,1,6,0,1,0,0
beret,0,3,1,0,0,0
balanced,7,40,3,10,4,1
forgiven,13,12,6,9,0,1
saints,6,16,2,3,1,2
hugging,5,21,9,1,4,0
irritation,9,8,4,12,4,1
valedictorian,1,0,0,1,0,0
graduating,8,15,2,6,5,1
nonprofit,1,2,1,0,0,0
inverness,0,1,0,0,0,0
hay,2,1,2,3,0,0
convenience,8,10,4,6,1,1
readings,13,8,1,2,7,1
constructivism,0,0,0,0,0,2
unit,13,29,4,4,4,2
packer,0,1,0,0,1,0
traveller,2,3,0,0,3,1
logistics,0,1,0,0,4,1
drives,11,22,7,15,8,2
detailing,3,5,1,2,2,0
sparkly,8,14,0,2,1,0
saga,6,7,2,1,0,0
rog,0,1,1,0,0,0
busyness,4,4,1,3,1,0
trainable,0,0,0,0,1,0
chewing,10,6,1,4,3,1
minajs,1,0,0,0,0,0
centered,17,35,5,27,8,3
error,7,15,3,11,1,0
ufc,10,2,4,1,1,0
preliminary,2,2,0,0,0,0
particles,1,3,3,1,1,0
bel,1,1,1,0,0,0
stemmed,1,1,2,1,1,0
shiver,4,7,5,9,4,4
miscarriages,1,1,0,1,4,0
inhumanity,1,0,0,1,0,0
perversity,0,0,0,1,0,0
mall,17,31,6,15,9,4
liven,2,1,0,0,0,0
choke,23,5,1,2,4,1
amalgamate,1,0,0,0,0,0
hazy,4,10,1,1,2,2
sevscissor,0,1,0,0,0,0
memorization,0,1,0,0,1,0
sydneys,0,1,1,0,0,0
hangups,0,1,1,0,0,0
watches,10,5,3,5,7,2
kickstarter,0,8,3,0,0,0
pooper,2,0,0,1,1,0
lecture,17,21,2,17,6,3
basher,0,0,0,1,0,0
pmsing,7,2,1,8,1,0
vacations,13,9,3,4,3,0
prevented,8,5,5,1,5,0
peacefully,10,7,2,1,2,0
tenderness,2,4,13,2,0,2
regimen,3,7,1,2,1,0
dps,2,1,0,3,2,0
lenses,8,10,2,3,5,2
perspex,0,2,0,0,0,0
fiber,2,17,3,5,0,1
filipino,1,2,0,2,2,1
pedro,1,1,0,0,1,1
calungsod,0,0,0,0,1,1
analogy,5,5,1,1,1,2
clownish,2,0,0,0,0,1
antics,7,11,3,1,2,1
troubling,6,4,0,0,2,0
stoped,2,0,1,1,2,0
abut,2,3,1,1,0,1
delhi,4,5,2,2,2,1
punjabi,1,2,0,1,0,0
kg,4,11,1,2,5,1
thinner,7,19,0,3,1,0
shuffling,3,1,0,1,0,0
firsthand,3,4,0,1,1,0
bagels,2,0,0,0,1,1
glorious,15,14,6,4,1,3
hugothan,0,1,0,0,0,0
hugo,2,5,0,0,0,2
animators,1,2,0,0,0,0
pixar,0,4,2,1,0,0
outdid,0,2,0,0,0,0
orthodontic,0,1,0,0,0,0
adjustment,7,9,1,4,2,1
accompany,6,10,5,3,2,0
dictate,5,7,1,4,4,2
beverage,3,9,3,3,2,0
sip,5,21,7,5,4,1
consistencies,1,0,0,0,0,0
nuerotically,1,0,0,0,0,0
disconnect,12,11,0,7,6,3
begged,8,8,1,5,1,1
repentant,5,1,0,1,0,0
peering,2,1,0,1,2,2
fingerprinted,1,1,0,0,0,0
boyyo,0,0,0,1,0,0
misgivings,1,4,1,2,2,0
unheard,10,3,0,1,4,0
overacting,1,0,0,0,0,0
dang,3,9,1,4,1,1
poo,12,7,1,5,2,2
pens,3,5,1,1,8,0
pencils,4,4,1,2,3,1
quills,1,0,0,0,0,0
digits,2,2,0,1,0,1
reports,10,12,2,11,6,2
gary,8,13,3,2,1,0
dan,11,17,9,3,6,2
anthropologie,2,4,0,1,0,0
employee,12,39,7,7,1,0
finance,10,10,1,1,1,1
pizza,37,37,9,6,4,4
ssba,9,0,0,0,0,0
alt,25,22,5,9,3,3
smilevideos,3,0,0,0,0,0
negativity,20,19,2,14,4,4
glided,1,0,0,0,0,0
stint,3,3,0,1,0,0
particularity,0,2,0,0,0,1
similarity,2,2,1,0,1,0
selective,1,5,0,0,1,1
versus,15,21,2,4,7,3
attributes,1,4,2,4,0,0
greatful,4,5,1,1,1,0
eu,4,4,1,1,0,2
peal,0,1,1,0,1,0
potluck,0,0,1,0,2,0
introducing,4,13,5,2,7,2
underserved,0,1,1,0,0,0
estimate,4,4,1,2,1,0
info,10,38,4,4,5,5
flirty,3,26,5,3,3,2
definite,8,15,6,5,4,0
erotic,7,3,10,1,0,1
limitations,15,13,2,7,3,2
energised,5,40,2,1,0,1
murders,3,2,1,3,1,1
suicides,2,1,0,1,2,0
wicked,10,8,4,6,3,0
xanax,2,6,1,4,0,0
slows,2,5,0,1,2,1
raiding,2,1,0,1,1,0
webcam,2,3,9,0,3,2
sewers,1,0,0,1,0,0
matched,3,12,1,1,1,0
kidding,12,15,5,11,0,0
wang,1,4,0,1,0,0
tickling,2,13,4,1,1,1
digging,18,20,3,2,6,1
hoarders,1,3,0,1,1,0
gutted,8,6,3,1,3,1
airlines,0,1,1,1,0,0
flyers,1,2,2,0,0,0
incapability,2,1,0,2,0,0
salty,6,9,2,1,2,0
mist,4,12,2,3,3,1
rappers,0,11,1,0,0,0
gucci,0,5,1,0,0,0
tyler,6,14,4,2,3,2
spits,1,1,2,2,0,0
rap,6,18,4,3,3,1
mikko,1,2,0,0,0,0
rantanen,1,0,0,0,0,0
exaggerating,6,6,1,4,2,0
eared,0,2,0,1,1,0
underlined,1,1,1,1,0,0
miniscule,6,1,0,3,0,0
travelled,4,9,1,2,3,1
cornerstone,1,2,1,0,1,0
sunk,5,6,4,1,1,0
tick,3,20,7,6,2,0
bucket,11,14,3,8,2,0
growl,0,1,1,1,1,0
backing,8,19,4,2,5,0
gravel,1,2,1,0,0,0
gifting,2,8,0,1,0,0
intrustion,0,1,0,0,0,0
thirst,9,5,4,4,2,0
camerawalls,0,0,0,1,0,0
officer,16,15,1,7,6,1
krupke,0,2,0,0,0,0
understated,1,0,0,0,1,0
breakdowns,4,0,0,1,1,0
zena,0,0,0,0,1,0
fap,1,2,0,0,0,0
horrifying,3,4,0,1,3,2
psychologically,15,9,1,5,5,1
underscored,0,1,0,0,0,0
ufos,1,2,0,0,0,0
tremble,3,5,3,3,4,0
permission,18,24,12,19,10,6
grump,1,1,0,5,1,0
humbug,2,3,0,1,1,0
unblessed,1,0,0,0,0,0
attorney,3,2,0,3,1,0
mudd,1,0,0,0,0,0
unsavory,21,0,0,1,1,0
commentary,4,12,3,2,2,4
dually,2,0,0,0,0,0
sauce,6,26,11,3,5,1
escaped,6,16,1,4,6,0
stash,8,33,6,1,2,0
reducing,7,9,2,1,1,0
empties,1,2,0,0,0,0
comcast,0,0,2,0,0,1
meanwhile,2,3,2,2,1,0
fortunately,7,11,5,7,6,0
horses,9,28,4,7,4,3
ravelry,1,4,0,0,0,0
erratic,4,2,0,1,2,1
shawl,0,8,1,3,0,0
blogland,4,6,0,0,1,1
bagnatic,0,0,0,0,1,0
fixation,0,1,0,0,1,0
hospitality,7,16,4,4,1,0
brink,8,8,0,2,7,2
exhilarating,3,13,5,0,4,2
shockingly,1,5,0,0,0,1
channels,3,8,2,3,3,2
blurring,1,1,0,1,1,0
cyber,5,10,1,3,2,1
institute,2,11,2,4,2,0
spooner,0,1,0,0,0,0
sunlight,14,15,10,6,2,1
accident,68,20,5,22,46,4
mater,1,4,1,0,1,0
terwilliger,0,1,0,0,0,0
reckon,7,9,6,5,9,1
nudges,1,1,10,0,0,0
happenstances,0,0,1,0,0,0
clues,3,9,1,2,4,0
ratings,2,7,0,4,0,1
unexplained,5,2,0,2,0,0
remained,7,20,8,4,5,3
jeevan,0,1,0,1,0,0
manthan,0,1,0,0,0,0
ho,8,20,2,3,3,1
raha,1,1,0,0,0,0
zeher,1,1,0,0,0,0
nikalne,0,1,0,0,0,0
ghabraana,0,1,0,0,0,0
nahin,0,1,0,0,0,0
usse,0,1,0,0,0,0
bhee,0,1,0,0,0,0
mukt,0,1,0,0,0,0
karnaa,0,1,0,0,0,0
hai,5,1,1,1,1,0
washing,20,36,7,18,10,4
blankets,8,9,2,11,1,2
newlywed,7,1,2,0,1,0
triumph,9,12,0,1,0,2
incessent,1,0,0,0,0,0
landmark,3,4,2,0,0,0
refrigerator,2,4,0,4,0,0
ales,3,4,0,0,0,0
served,15,40,10,16,1,3
splinter,2,1,2,1,0,0
wooden,5,5,6,4,5,1
stuffy,10,6,1,3,1,0
backpack,10,10,2,3,2,2
brody,1,1,0,1,0,0
mingle,1,8,0,0,3,1
uncalled,0,1,1,2,1,0
blogtober,1,0,0,0,0,0
sargamoo,0,0,0,0,0,1
brazil,7,7,0,5,4,2
bulls,2,4,3,0,4,1
sebastian,0,3,0,0,3,1
vettel,0,0,0,0,1,0
successive,0,1,1,1,1,0
equalling,0,0,0,0,1,0
stellar,5,9,2,0,2,0
alicia,3,1,0,0,0,0
washroom,0,0,0,2,1,1
hesitated,3,4,1,0,4,1
publish,13,37,7,10,19,5
hermit,8,4,2,5,1,0
genuity,0,1,0,0,0,0
symbolism,1,3,0,0,0,0
vienna,3,1,0,2,1,0
dumbfounded,5,2,0,1,1,2
intensified,4,1,0,0,0,0
western,12,17,3,3,11,4
massholes,0,1,0,0,0,0
mentioning,34,10,8,14,9,2
shrugged,4,4,2,1,2,2
marc,3,5,0,3,1,1
marotta,1,0,0,0,0,0
powered,6,9,1,1,0,0
cupcakes,6,14,3,3,0,1
boundaries,17,28,4,9,11,2
twins,8,13,3,6,4,5
inconvenience,5,7,1,5,1,0
nkotb,0,0,1,0,0,0
tinge,14,9,11,5,2,3
feore,0,1,0,0,0,0
lortab,0,1,0,0,0,1
percoset,0,0,0,1,0,1
virtue,4,3,2,2,1,2
childcare,2,3,0,5,2,2
provides,12,26,4,4,5,2
fodder,2,4,0,0,1,1
ray,12,25,4,11,1,1
pokey,0,1,0,0,0,0
measuring,5,6,2,1,6,2
valuing,4,3,1,0,0,1
inaccurately,0,1,1,0,0,0
proposal,4,14,3,2,5,3
editorial,0,4,0,1,0,1
burry,1,1,0,0,0,0
maself,1,0,0,0,0,0
sch,5,5,0,2,2,0
olympics,8,11,1,5,0,1
coke,20,13,5,8,4,3
golden,15,28,14,5,4,0
panicattacks,3,0,0,0,0,0
religions,3,6,0,6,3,1
coerce,0,2,1,2,1,0
dogma,0,1,2,1,1,0
mason,4,9,2,2,1,1
notable,0,4,1,0,1,0
rejuvenated,7,52,4,0,3,0
rubbery,0,1,0,1,0,0
belfast,2,1,0,1,0,0
shin,4,9,2,1,3,2
inequality,2,3,1,1,0,0
bothersome,2,1,0,1,0,0
paroxysmal,0,1,0,0,0,0
proverbial,7,11,1,2,4,0
lfe,0,1,0,0,0,0
rhythm,10,29,11,3,5,1
climbing,15,27,5,3,14,2
blackbelt,1,0,0,1,0,0
quilty,0,2,0,1,0,1
disappears,4,3,1,4,3,0
needful,0,0,0,1,0,0
confidentiality,0,3,0,1,0,0
confiding,1,3,0,0,0,0
visionm,0,0,0,0,1,0
flicks,3,2,0,2,2,0
insidious,1,3,0,0,0,1
exorcism,0,2,2,0,0,0
dempseya,0,1,0,0,0,0
makpeace,0,1,0,0,0,0
bracelet,4,15,6,0,3,1
elizabeth,10,13,5,7,3,1
fama,0,1,1,0,0,0
reiterate,2,4,2,0,2,2
contacts,14,14,4,5,5,1
incapabilities,0,0,0,1,0,0
decorated,5,16,2,4,1,1
odyssey,2,1,0,1,0,0
ia,3,1,0,2,0,1
postpartum,13,7,0,0,3,0
endeavored,0,1,1,0,0,0
courteous,0,3,1,1,0,0
chatty,4,7,1,0,1,0
nemisii,0,0,1,0,0,0
developments,7,5,0,2,1,0
decisive,1,2,1,1,2,0
palette,4,12,3,3,1,0
eyeshadows,2,4,1,0,0,0
orthodox,1,6,1,1,1,0
deadlines,8,16,0,7,8,1
philosopher,2,1,0,2,1,1
excel,6,17,3,0,0,0
faint,12,5,6,7,9,4
projectile,1,1,1,1,0,0
accompanied,12,16,3,4,1,1
tremors,4,1,1,4,2,0
